"Bug ID","Type","Summary","Product","Component","Assignee","Status","Resolution","Updated","Alias","Blocks","Classification","Depends on","Flags","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Priority","Reporter","Reporter Real Name","Severity","Summary","Version","Votes","Whiteboard"
1636,"defect","ss: ftp pages are displayed with improper formatting, no breaks","Core","Layout","buster","CLOSED","INVALID","2000-03-08 14:35:57",,,"Components",,,"PowerPC",,,4,"1998-11-25 10:23:17","Windows NT","P2","glynn",,"major","ss: ftp pages are displayed with improper formatting, no breaks","Trunk",0,
1713,"defect","hr's don't float correctly.","Core","Layout","buster","CLOSED","FIXED","2000-03-08 14:35:57",,,"Components",,,"All",,,1,"1998-12-01 14:56:06","Other","P2","michaelp",,"normal","hr's don't float correctly.","Trunk",0,
1977,"defect","Block frame doesn't clip when height is set smaller","Core","Layout: Images, Video, and HTML Frames","buster","CLOSED","INVALID","2018-08-29 15:22:03",,,"Components",,,"x86",,,3,"1998-12-18 08:41:52","Windows NT","P2","rods","rods (gone)","normal","Block frame doesn't clip when height is set smaller","Trunk",0,
2798,"defect","warnings: hiding inherited virtual functions","Core","Layout","buster","CLOSED","FIXED","2000-03-08 14:35:57",,,"Components",,,"x86",,,4,"1999-01-29 17:36:08","Windows NT","P2","troy",,"normal","warnings: hiding inherited virtual functions","Trunk",0,
3360,"defect","Attribute selector not working properly","Core","CSS Parsing and Computation","christinehoff4","CLOSED","INVALID","1999-04-21 11:23:36",,,"Components",,,"All",,,2,"1999-03-01 20:07:43","All","P2","christinehoff4","Christine Hoffman","normal","Attribute selector not working properly","Trunk",0,
125279,"defect","1MB churned by parser","Core","DOM: HTML Parser","dp","CLOSED","DUPLICATE","2002-02-13 11:21:28",,,"Components",119631,,"All","perf",,3,"2002-02-13 09:49:34","Windows 2000","P2","dp","Suresh Duddi (gone)","normal","1MB churned by parser","Trunk",0,
9332,"defect","Does not print cyrillic characters","Core","Internationalization","erik","CLOSED","WORKSFORME","2005-03-17 13:34:04",,"11275, 41044","Components",24172,,"x86",,,21,"1997-05-08 07:00:00","Windows NT","P2","serhunt","av (gone)","normal","Does not print cyrillic characters","Trunk",0,
12243,"defect","[IME][IME-Commit][IME-HighLight]DB text input always appended regardless of cursor position","Core","Internationalization","ftang","CLOSED","FIXED","2017-02-03 12:26:13",,16127,"Components",,,"x86","inputmethod",,6,"1999-08-20 15:13:17","Windows NT","P2","blee",,"normal","[IME][IME-Commit][IME-HighLight]DB text input always appended regardless of cursor position","Trunk",0,
17707,"defect","[DOGFOOD][IME] CJK input disabled in location field","Core","Internationalization","ftang","CLOSED","FIXED","2010-06-18 19:00:50",,16127,"Components",,,"x86","inputmethod",,5,"1999-11-01 15:00:05","Windows NT","P2","blee",,"normal","[DOGFOOD][IME] CJK input disabled in location field","Trunk",0,"[PDT+]"
2403,"defect","[PP]www.intel.com does not display correctly and crashes sometimes","Core","Networking","gagan","CLOSED","INVALID","2007-04-06 22:31:16",,,"Components",,,"x86",,,5,"1999-01-14 17:12:32","Windows 95","P2","rubydoo123",,"normal","[PP]www.intel.com does not display correctly and crashes sometimes","Trunk",0,
61842,"defect","Performance degradation: HTML parsing of comments/scripts","Core","DOM: Core & HTML","harishd","CLOSED","DUPLICATE","2007-12-10 06:46:07",,"23187, 29805","Components",,,"x86","perf, testcase",,9,"2000-12-02 19:49:23","Windows 95","P2","bht237",,"critical","Performance degradation: HTML parsing of comments/scripts","Trunk",0,
3324,"defect","""view source"" on XUL file causes assertion failure","Core","DOM: Core & HTML","hyatt","CLOSED","WONTFIX","2019-03-13 06:42:05",,,"Components",3915,,"x86",,,11,"1999-02-26 14:42:20","Windows NT","P2","law","Bill Law","normal","""view source"" on XUL file causes assertion failure","Trunk",0,
3647,"defect","[BLOCK] Tree View hopelessly horked with certain types of style selectors","Core","XUL","hyatt","CLOSED","INVALID","2008-07-31 02:44:50",,,"Components",,,"x86",,,5,"1999-03-11 16:39:15","Other","P2","hyatt","David Hyatt","normal","[BLOCK] Tree View hopelessly horked with certain types of style selectors","Trunk",0,
156327,"defect","HTMLSelectElement.value returns empty string when  ""multiple"" attribute  is present","Core","DOM: Core & HTML","john","CLOSED","INVALID","2008-07-31 02:33:05",,,"Components",,,"x86",,,7,"2002-07-08 13:28:32","All","P2","stummala","Sivakiran Tummala","normal","HTMLSelectElement.value returns empty string when  ""multiple"" attribute  is present","Trunk",0,
2580,"defect","window.open","Core","JavaScript Engine","joki","CLOSED","DUPLICATE","2002-01-18 00:39:55",,,"Components",,,"x86",,,10,"1999-01-22 19:15:01","Windows 95","P2","aldmar",,"normal","window.open","Trunk",0,
2673,"defect","Slow page loading (not due to slow connection)","Core","DOM: UI Events & Focus Handling","joki","CLOSED","WORKSFORME","2019-03-13 06:46:04",,,"Components",,,"x86",,,5,"1999-01-26 17:27:53","Windows 98","P2","mdatt",,"normal","Slow page loading (not due to slow connection)","Trunk",0,
4061,"defect","Events on Select[Menu] does not work properly.","Core","DOM: UI Events & Focus Handling","joki","CLOSED","DUPLICATE","2019-03-13 06:46:04",,,"Components",,,"x86",,,8,"1999-03-19 15:08:57","Windows 95","P2","desale","Prashant Desale","major","Events on Select[Menu] does not work properly.","Trunk",0,
4067,"defect","Using space-bar key on keyboard, check box can not be checked or unchecked.","Core","DOM: UI Events & Focus Handling","joki","CLOSED","DUPLICATE","2019-03-13 06:46:04",,,"Components",,,"x86",,,5,"1999-03-19 15:50:33","Windows 95","P2","desale","Prashant Desale","major","Using space-bar key on keyboard, check box can not be checked or unchecked.","Trunk",0,
4068,"defect","Using space-bar key on keyboard, radio can not be checked or unchecked.","Core","DOM: UI Events & Focus Handling","joki","CLOSED","DUPLICATE","2019-03-13 06:46:04",,,"Components",,,"x86",,,5,"1999-03-19 15:55:08","Windows 95","P2","desale","Prashant Desale","major","Using space-bar key on keyboard, radio can not be checked or unchecked.","Trunk",0,
4069,"defect","onLoad event does not work.","Core","DOM: UI Events & Focus Handling","joki","CLOSED","DUPLICATE","2019-03-13 06:46:04",,,"Components",,,"x86",,,4,"1999-03-19 16:14:09","Windows 95","P2","desale","Prashant Desale","major","onLoad event does not work.","Trunk",0,
4070,"defect","onResize event does not work.","Core","DOM: UI Events & Focus Handling","joki","CLOSED","DUPLICATE","2019-03-13 06:46:04",,,"Components",,,"x86",,,4,"1999-03-19 16:19:01","Windows 95","P2","desale","Prashant Desale","major","onResize event does not work.","Trunk",0,
32559,"defect","Crashes every time, under Windows 98, with M14.","Core","DOM: UI Events & Focus Handling","joki","CLOSED","FIXED","2019-03-13 06:46:04",,,"Components",,,"Other","crash",,9,"2000-03-20 14:33:54","Windows 98","P2","stephend","stephend@netscape.com (gone - use stephen.donner@gmail.com instead)","major","Crashes every time, under Windows 98, with M14.","Trunk",1,
118014,"defect","Trunk M099 crashes [@ FrameManager::ReResolveStyleContext] [@ RuleProcessorData::RuleProcessorData][@ nsXULElement::GetID]","Core","DOM: UI Events & Focus Handling","joki","CLOSED","FIXED","2019-03-13 06:46:04",,"134771, 136384","Components",,,"x86","crash, testcase, topcrash+, topembed+",,158,"2002-01-03 16:02:44","All","P2","greer",,"critical","Trunk M099 crashes [@ FrameManager::ReResolveStyleContext] [@ RuleProcessorData::RuleProcessorData][@ nsXULElement::GetID]","Trunk",0,"[adt1] [ETA 04/15] [m5+][hitlist] [FIXED_ON_TRUNK]"
102252,"enhancement","Add CS Styles for Ethiopian/Eritrean Languages","Core","CSS Parsing and Computation","jshin1987","CLOSED","FIXED","2003-04-14 14:11:09",,,"Components",,,"All",,,69,"2001-09-28 14:33:48","All","P2","yacob","Daniel Yacob","normal","Add CS Styles for Ethiopian/Eritrean Languages","Trunk",0,"need review"
1874,"defect","Frames jump up and down during vertical resize","Core","Layout: Images, Video, and HTML Frames","karnaze","CLOSED","WORKSFORME","2018-08-29 15:22:03",,,"Components",,,"x86",,,6,"1998-12-11 12:01:33","Windows NT","P2","patrick",,"minor","Frames jump up and down during vertical resize","Trunk",0,
2633,"defect","NOFRAMES tag","Core","Layout: Images, Video, and HTML Frames","karnaze","CLOSED","INVALID","2018-08-29 15:22:03",,,"Components",,,"x86",,,4,"1999-01-26 11:06:51","Windows 98","P2","fornixon",,"normal","NOFRAMES tag","Trunk",0,
770,"defect","HTML entities don't work in DOM","Core","JavaScript Engine","mike.shaver","CLOSED","WONTFIX","2002-01-18 00:39:55",,,"Components",,,"Sun",,,8,"1998-09-09 07:56:43","Solaris","P2","Joerg.Brunsmann",,"normal","HTML entities don't work in DOM","Trunk",0,
2577,"defect","In a table with background the image ( background )is cutted at middle.","Core","JavaScript Engine","mike+mozilla","CLOSED","INVALID","2002-01-18 00:39:55",,,"Components",,,"x86",,,7,"1999-01-22 18:53:08","Windows 95","P2","aldmar",,"normal","In a table with background the image ( background )is cutted at middle.","Trunk",0,
1991,"defect","Setting ""padding"" on a TABLE actually sets ""border-width""...","Core","CSS Parsing and Computation","peterl-retired","CLOSED","INVALID","1999-04-21 11:23:27",,,"Components",,,"x86",,,4,"1998-12-19 11:29:46","Windows 95","P2","ian","Hixie (not reading bugmail)","normal","Setting ""padding"" on a TABLE actually sets ""border-width""...","Trunk",0,
3232,"defect","DOM -- className property","Core","DOM: Core & HTML","peterl-retired","CLOSED","WORKSFORME","2019-03-13 06:42:05",,,"Components",,,"x86",,,3,"1999-02-22 14:28:13","Windows 95","P2","jd",,"normal","DOM -- className property","Trunk",0,
106586,"defect","Inappropriate source into the plaintext copy.","Core","DOM: Serializers","peterv","CLOSED","FIXED","2002-02-04 22:42:06",,107066,"Components",,,"x86","topembed",,24,"2001-10-24 17:58:02","Windows 2000","P2","moied","Moied","normal","Inappropriate source into the plaintext copy.","Trunk",0,"[fixed on trunkl]"
33971,"defect","[REFLOW]Entire HTML content area repaints when mousing over a link","Core","Layout","pierre","CLOSED","FIXED","2000-06-02 10:14:06",,,"Components",,,"All",,,11,"2000-03-30 15:28:09","All","P2","sfraser_bugs","Simon Fraser [no longer active]","normal","[REFLOW]Entire HTML content area repaints when mousing over a link","Trunk",0,
3041,"defect","Animated GIFs not loading","Core","Layout","ramiro","CLOSED","DUPLICATE","1999-04-21 11:23:33",,,"Components",,,"Other",,,4,"1999-02-08 14:37:22","Linux","P2","jeffu",,"normal","Animated GIFs not loading","Trunk",0,
206561,"defect","Memory leak on www.bhun.net","Core","Web Painting","roc","CLOSED","FIXED","2018-08-29 15:24:07",,,"Components",,"in-testsuite+","x86","crash, fixed1.4, memory-leak, platform-parity, testcase",,26,"2003-05-21 02:16:02","Linux","P2","bhun","bhun","critical","Memory leak on www.bhun.net","Trunk",0,
67497,"defect","[MF][BTN][FIX]buttons text isn't shown when using HTML strict and css height","Core","Layout: Form Controls","rods","CLOSED","FIXED","2001-06-22 00:56:31",,,"Components",,,"All","regression, testcase",,10,"2001-02-02 15:13:49","All","P2","djoham",,"normal","[MF][BTN][FIX]buttons text isn't shown when using HTML strict and css height","Trunk",0,
3462,"defect","Multiple Threads Are Loaded","Core","XPCOM","rpotts","CLOSED","FIXED","2002-11-07 00:53:23",,,"Components",,,"x86",,,4,"1999-03-05 15:55:17","Linux","P2","peer_support",,"normal","Multiple Threads Are Loaded","Trunk",0,
2540,"defect","Can't build current CVS Tree (21.1.99) Getting internal compiler error","Core","XPCOM","scullin","CLOSED","FIXED","1999-04-21 11:23:30",,,"Components",,,"x86",,,7,"1999-01-21 12:43:46","Linux","P2","andreas.otte","Andreas Otte","normal","Can't build current CVS Tree (21.1.99) Getting internal compiler error","Trunk",0,
2761,"defect","table row should display across - instead it's wrapping text","Core","Layout","troy","CLOSED","INVALID","1999-04-21 11:23:31",,,"Components",,,"x86",,,2,"1999-01-28 15:54:20","Windows 95","P2","christinehoff4","Christine Hoffman","normal","table row should display across - instead it's wrapping text","Trunk",0,
1680,"defect","crash trying to bring up a window","Core","DOM: Core & HTML","vidur","CLOSED","WORKSFORME","1999-04-21 11:23:24",,,"Components",,,"x86",,,8,"1998-11-27 08:07:20","Windows NT","P2","kipp",,"normal","crash trying to bring up a window","Trunk",0,
2221,"defect","Crash in JS GC when closing View Source window","Core","DOM: Core & HTML","vidur","CLOSED","DUPLICATE","2019-03-13 06:42:05",,,"Components",,,"x86",,,6,"1999-01-07 12:32:47","Windows 98","P2","peterl-retired","Peter Linss","normal","Crash in JS GC when closing View Source window","Trunk",0,
19152,"defect","[DOGFOOD] complex urls are not handled properly","Core","Networking","andreas.otte","CLOSED","WORKSFORME","2000-01-11 19:29:40",,,"Components",,,"All",,,12,"1999-11-17 18:54:12","All","P3","doug.turner","Doug Turner (:dougt)","normal","[DOGFOOD] complex urls are not handled properly","Trunk",0,"[PDT-]"
160789,"defect","TreeWalker.filter returns null.","Core","DOM: Core & HTML","anthonyd","CLOSED","INVALID","2013-04-04 13:53:36",,,"Components",,,"x86","testcase",,6,"2002-08-02 17:22:39","All","P3","stummala","Sivakiran Tummala","normal","TreeWalker.filter returns null.","Trunk",0,
160794,"defect","TreeWalker.previousNode() returns null.","Core","DOM: Core & HTML","anthonyd","CLOSED","INVALID","2013-04-04 13:53:36",,,"Components",,,"x86","testcase",,5,"2002-08-02 17:32:44","All","P3","stummala","Sivakiran Tummala","normal","TreeWalker.previousNode() returns null.","Trunk",0,
40943,"defect","grey radio boxes are ugly on mouseover on background=#000000","Core","Layout","attinasi","CLOSED","WONTFIX","2001-07-04 08:29:30",,,"Components",,,"x86",,,9,"2000-05-29 07:57:51","Windows NT","P3","andre","André Langhorst","normal","grey radio boxes are ugly on mouseover on background=#000000","Trunk",0,
19269,"defect","nsIProtocolHandler implementation for ""mailto:""","Core","Networking","ben.bucksch","CLOSED","DUPLICATE","2000-01-11 19:31:30",,,"Components",,,"All",,,4,"1999-11-18 13:42:36","All","P3","ben.bucksch","Ben Bucksch (:BenB)","normal","nsIProtocolHandler implementation for ""mailto:""","Trunk",0,
23076,"defect","Using the Global IME of MS Internet Explorer..","Core","Internationalization","bobj","CLOSED","DUPLICATE","2024-04-15 01:56:24",,,"Components",,,"x86",,,7,"2000-01-04 17:09:23","Windows 98","P3","tomahawk","JongAm Park","normal","Using the Global IME of MS Internet Explorer..","Trunk",0,
12318,"defect","API change to consider:  SetDocumentCharacterSet","Core","DOM: Editor","brade","CLOSED","WONTFIX","2017-02-03 12:27:03",,,"Components",,,"All",,,5,"1999-08-23 11:53:34","All","P3","brade","Kathleen :Brade","normal","API change to consider:  SetDocumentCharacterSet","Trunk",0,
27713,"defect","test bug","Core","DOM: Editor","brade","CLOSED","INVALID","2001-09-12 00:43:03",,,"Components",,,"PowerPC",,,4,"2000-02-14 12:26:27","Mac System 8.5","P3","brade","Kathleen :Brade","normal","test bug","Trunk",0,
39405,"defect","use of #ifndef XP_MAC is not needed in wallet.cpp","Core","Networking: Cookies","brade","CLOSED","FIXED","2000-07-07 15:34:40",,,"Components",,,"PowerPC","platform-parity",,7,"2000-05-16 07:32:32","Mac System 8.5","P3","brade","Kathleen :Brade","normal","use of #ifndef XP_MAC is not needed in wallet.cpp","Trunk",0,
43308,"defect","Can't bring up table properties on linux","Core","DOM: Editor","brade","CLOSED","DUPLICATE","2001-09-12 00:43:03",,,"Components",,,"x86",,,3,"2000-06-21 10:09:11","Linux","P3","jud","Judson Valeski","normal","Can't bring up table properties on linux","Trunk",0,
48142,"defect","horizontal rules don't center correctly over a floating table","Core","Layout","buster","CLOSED","FIXED","2008-10-22 00:58:28",,,"Components",,,"All","testcase",,19,"2000-08-08 20:40:40","All","P3","tim","TimMaroney","normal","horizontal rules don't center correctly over a floating table","Trunk",0,"needs verification on Mac, Linux, Win9x"
60115,"defect","text on top of images.  DOesn't look right","Core","Layout","buster","CLOSED","WORKSFORME","2001-09-20 16:52:52",,,"Components",,,"x86",,,12,"2000-11-14 17:59:05","Linux","P3","bwp6","Theblueman","normal","text on top of images.  DOesn't look right","Trunk",0,
31708,"defect","[nsbeta2] No check mark on selected character coding menu items","Core","Internationalization","cata","CLOSED","DUPLICATE","2000-07-27 14:16:56",,"36136, 37543","Components",39776,,"x86",,,27,"2000-03-13 17:06:36","All","P3","blee",,"major","[nsbeta2] No check mark on selected character coding menu items","Trunk",0,"[nsbeta2+] fix in hand, all JS, see patch in the bug description"
28061,"defect","Scrolling causes gaps in page","Core","Web Painting","cbegle","CLOSED","DUPLICATE","2018-08-29 15:24:07",,,"Components",,,"x86",,,4,"2000-02-16 14:33:14","Linux","P3","roberts",,"normal","Scrolling causes gaps in page","Trunk",0,
8841,"defect","crash in prefs at nsCSSStyleSheet.cpp 1657 CSSStyleSheetImpl::RulesMatching","Core","CSS Parsing and Computation","chofmann","CLOSED","INVALID","1999-06-24 09:11:28",,,"Components",,,"x86",,,2,"1999-06-24 09:04:08","Windows 95","P3","chofmann","chris hofmann","normal","crash in prefs at nsCSSStyleSheet.cpp 1657 CSSStyleSheetImpl::RulesMatching","Trunk",0,
21665,"defect","buttons draw over text","Core","Layout: Form Controls","chrispetersen","CLOSED","WORKSFORME","2000-02-18 01:47:15",,,"Components",,,"x86",,,4,"1999-12-13 18:14:34","Linux","P3","sarnold",,"normal","buttons draw over text","Trunk",0,
43458,"defect","HTML comments are sometimes rendered as text","Core","Layout","clayton","CLOSED","WORKSFORME","2001-09-05 10:37:48",,,"Components",,,"x86",,,8,"2000-06-22 10:10:31","Linux","P3","1212mozilla","Stephen Ostermiller","normal","HTML comments are sometimes rendered as text","Trunk",0,
52656,"defect","Clicking on href with reference to non-existant target frame crashes browser.","Core","Layout","clayton","CLOSED","WORKSFORME","2001-09-05 10:44:53",,,"Components",,,"x86","crash",,18,"2000-09-14 11:12:28","Linux","P3","1212mozilla","Stephen Ostermiller","normal","Clicking on href with reference to non-existant target frame crashes browser.","Trunk",0,
55337,"defect","crash, click the <a href=""new.htm"" target=""a"">go to new target</a>","Core","Layout","clayton","CLOSED","DUPLICATE","2001-09-05 10:50:09",,,"Components",,,"Other",,,7,"2000-10-05 09:05:01","Other","P3","tato",,"normal","crash, click the <a href=""new.htm"" target=""a"">go to new target</a>","Trunk",0,
9766,"defect","link dlog: missing ""More Attributes"" button","Core","DOM: Editor","cmanske","CLOSED","INVALID","2001-09-12 00:43:03",,,"Components",,,"All",,,9,"1999-07-13 12:43:31","All","P3","brade","Kathleen :Brade","normal","link dlog: missing ""More Attributes"" button","Trunk",0,
11272,"defect","warnings / bugs in EditTable.cpp","Core","DOM: Editor","cmanske","CLOSED","FIXED","2001-09-12 00:43:03",,,"Components",,,"All",,,5,"1999-08-04 12:54:49","All","P3","brade","Kathleen :Brade","normal","warnings / bugs in EditTable.cpp","Trunk",0,
13492,"defect","Menu accesskey (shortcut key) info should be in DTD.","Core","DOM: Editor","cmanske","CLOSED","FIXED","2001-09-12 00:43:03",,"12394, 16654","Components",,,"All",,,15,"1999-09-09 14:49:48","All","P3","rchen",,"normal","Menu accesskey (shortcut key) info should be in DTD.","Trunk",0,
14783,"defect","Make normally empty inline elements (e.g. named anchor) visible in editor","Core","DOM: Editor","cmanske","CLOSED","FIXED","2001-09-12 00:43:03",,,"Components","14611, 16515",,"All",,,12,"1999-09-23 16:14:34","Windows NT","P3","cmanske","Charles Manske","normal","Make normally empty inline elements (e.g. named anchor) visible in editor","Trunk",0,
17071,"defect","insert source dialog fixes","Core","DOM: Editor","cmanske","CLOSED","FIXED","2001-09-12 00:43:03",,,"Components",,,"All",,,5,"1999-10-22 12:34:05","All","P3","brade","Kathleen :Brade","normal","insert source dialog fixes","Trunk",0,
16276,"defect","url bar does not update","Core","XUL","colin","CLOSED","FIXED","1999-11-16 17:00:51",,,"Components",,,"DEC",,,4,"1999-10-13 04:06:19","OpenVMS","P3","colin","Colin Blake","normal","url bar does not update","Trunk",0,
16279,"defect","Initial installation of M10 on OpenVMS fails in LIBGTK","Core","Graphics: ImageLib","colin","CLOSED","FIXED","1999-10-13 08:12:24",,,"Components",,,"DEC",,,4,"1999-10-13 06:31:41","OpenVMS","P3","james","misernet","normal","Initial installation of M10 on OpenVMS fails in LIBGTK","Trunk",0,
17355,"defect","Test 8 crashes","Core","Layout","colin","CLOSED","DUPLICATE","1999-11-04 15:08:59",,,"Components",,,"DEC",,,4,"1999-10-27 11:09:50","OpenVMS","P3","colin","Colin Blake","normal","Test 8 crashes","Trunk",0,
20680,"defect","Unable to use Proxies for firewall","Core","Networking","colin","CLOSED","INVALID","2000-10-15 13:22:51",,,"Components",,,"DEC",,,15,"1999-12-03 03:32:05","OpenVMS","P3","jakobus","Theo Jakobus","normal","Unable to use Proxies for firewall","Trunk",0,
6224,"defect","XUL: Can't use '&' in toolbar button URL","Core","XUL","danm.moz","CLOSED","INVALID","2008-07-31 02:45:15",,,"Components",,,"Other",,,4,"1999-05-11 01:19:20","Other","P3","mcafee","Chris McAfee","normal","XUL: Can't use '&' in toolbar button URL","Trunk",0,
9790,"defect","Extraneous window pops up on loading JoongAng Ilbo page","Core","XUL","danm.moz","CLOSED","WORKSFORME","1999-09-15 17:43:04",,,"Components",,,"x86",,,10,"1999-07-13 15:58:38","Windows NT","P3","blee",,"normal","Extraneous window pops up on loading JoongAng Ilbo page","Trunk",0,
44149,"defect","improperly parented modal dialog in nsWalletService","Core","Networking: Cookies","danm.moz","CLOSED","FIXED","2000-07-07 15:36:56",,25684,"Components",,,"All",,,4,"2000-06-28 16:36:52","All","P3","danm.moz","Dan M","normal","improperly parented modal dialog in nsWalletService","Trunk",0,
